0	0	0	0	0	0	0	0	0
-0.000171887	0	0	0	0.000171887	0	0	0	0
-0.000687549	0	0	0	0.000687549	0	0	0	0
-0.001661578	0	0	0	0.001661578	0	0	0	0
-0.003265859	0	0	0	0.003265859	0	0	0	0
-0.005729578	0	0	0	0.005729578	0	0	0	0
-0.009052733	0	0	0	0.009110029	0	0	0	0
-0.0135791	0	0	0	0.0135791	0	0	0	0
-0.019308678	0	0	0	0.019308678	0	0	0	0
-0.026527946	0	0	0	0.026527946	0	0	0	0
-0.0352942	0	0	0	0.0352942	0	0	0	0
-0.045836624	0	0	0	0.045836624	0	0	0	0
-0.058327104	0	0	0	0.058327104	0	0	0	0
-0.072822936	5.72958E-05	0	0	0.072822936	0	0	0	0
-0.089553303	0.000114592	0	0	0.089553303	0	0	0	0
-0.10874739	0.000171887	0	0	0.10874739	0	0	0	0
-0.130405194	0.000229183	0	0	0.130405194	0	0	0	0
-0.154813196	0.000343775	0	0	0.154813196	0	0	0	0
-0.182085987	0.000458366	0	0	0.182085987	0	0	0	0
-0.212395455	0.000630254	0	0	0.212395455	0	0	0	0
-0.24585619	0.000859437	0	0	0.24585619	0	0	0	0
-0.282697376	0.001145916	0	0	0.282697376	0	0	0	0
-0.323033605	0.001546986	0	0	0.323033605	0	0	0	0
-0.366979468	0.001948057	0	0	0.366979468	0	0	0	0
-0.414821444	0.002521014	0	0	0.414821444	0	0	0	0
-0.466616828	0.003208564	0	0	0.466616828	0	0	0	0
-0.522537509	0.004010705	0	0	0.522537509	0	0	0	0
-0.582812669	0.004984733	0	0	0.582812669	0	0	0	0
-0.647499604	0.006187944	0	0	0.647499604	0	0	0	0
-0.716770202	0.007563043	0	0	0.716770202	0	0	0	0
-0.79091094	0.009224621	0	0	0.79091094	0	0	0	0
-0.86992182	0.011172677	0	0	0.86992182	0	0	0	0
-0.954032025	0.013464508	0	0	0.954032025	0	0	0	0
-1.043413441	0.016100114	0	0	1.043413441	0	0	0	0
-1.13818066	0.019194086	0	0	1.13818066	0	0	0	0
-1.23850557	0.022689129	0	0	1.23850557	0	0	0	0
-1.344560058	0.026757129	0	0	1.344560058	0	0	0	0
-1.456344124	0.031398087	0	0	1.456344124	0	0	0	0
-1.573800472	0.036669299	0	0	1.573800472	0	0	0	0
-1.696986398	0.042685356	0	0	1.696986398	0	0	0	0
-1.825901902	0.049388962	0	0	1.825901902	0	0	0	0
-1.960546983	0.056952005	0	0	1.960546983	0	0	0	0
-2.100864347	0.06543178	0	0	2.100864347	0	0	0	0
