1604248,0,0,0,0,0,0,0.000263645983068272,5.10728095832746e-05,-4.70908889838029e-05,-4.70025188405998e-05,2.4719240172999e-05,0.00109519949182868
1604256,-0.000171887,0,0,0,0.000171887,0,0.000263645983068272,4.53980537713505e-05,-4.03636186092626e-05,-4.70025188405998e-05,2.4719240172999e-05,0.00109519949182868
1604264,-0.000687549,0,0,0,0.000687549,0,0.000257653999142349,5.10728095832746e-05,-4.70908889838029e-05,-4.70025188405998e-05,2.4719240172999e-05,0.00109519949182868
1604272,-0.001661578,0,0,0,0.001661578,0,0.000257653999142349,3.97232943214476e-05,-4.03636186092626e-05,-4.70025188405998e-05,1.64794910233468e-05,0.00109519949182868
1604280,-0.003265859,0,0,0,0.003265859,0,0.000269637908786535,4.53980537713505e-05,-4.03636186092626e-05,-4.70025188405998e-05,2.4719240172999e-05,0.00109519949182868
1604288,-0.005729578,0,0,0,0.005729578,0,0.000269637908786535,3.97232943214476e-05,-4.03636186092626e-05,-4.70025188405998e-05,1.64794910233468e-05,0.00109519949182868
1604296,-0.009052733,0,0,0,0.009110029,0,0.000263645983068272,3.97232943214476e-05,-4.03636186092626e-05,-4.70025188405998e-05,2.4719240172999e-05,0.00109519949182868
1604304,-0.0135791,0,0,0,0.0135791,0,0.000149798841448501,2.83737845165888e-05,-3.36363482347224e-05,-4.70025188405998e-05,2.4719240172999e-05,0.00109519949182868
1604312,-0.019308678,0,0,0,0.019308678,0,4.19436764786951e-05,2.83737845165888e-05,-2.69090796791716e-05,-4.70025188405998e-05,8.23974623926915e-05,0.00109519949182868
1604320,-0.026527946,0,0,0,0.026527946,0,-0.000269637908786535,2.26990268856753e-05,-1.34545398395858e-05,-4.70025188405998e-05,0.00023071288887877,0.00112838752102107
1604328,-0.0352942,0,0,0,0.0352942,0,-0.000964704493526369,2.83737845165888e-05,-2.01818093046313e-05,-4.70025188405998e-05,0.000832214369438589,0.00116157531738281
1604336,-0.045836624,0,0,0,0.045836624,0,-0.00203726417385042,3.40485385095235e-05,-4.03636186092626e-05,-4.70025188405998e-05,0.00204345700331032,0.00117816915735602
1604344,-0.058327104,0,0,0,0.058327104,0,-0.00370901916176081,3.97232943214476e-05,-3.36363482347224e-05,-4.70025188405998e-05,0.00430938694626093,0.00121135718654841
1604352,-0.072822936,5.72958e-05,0,0,0.072822936,0,-0.00840071961283684,2.26990268856753e-05,-1.34545398395858e-05,-4.70025188405998e-05,0.00763824535533786,0.00124454498291016
1604360,-0.089553303,0.000114592,0,0,0.089553303,0,-0.0130025390535593,3.40485385095235e-05,-2.69090796791716e-05,-4.70025188405998e-05,0.0125903328880668,0.00131092069204897
1604368,-0.10874739,0.000171887,0,0,0.10874739,0,-0.0202288366854191,1.70242692547617e-05,-1.34545398395858e-05,-4.70025188405998e-05,0.0200555417686701,0.00139389035757631
1604376,-0.130405194,0.000229183,0,0,0.130405194,0,-0.028953118249774,4.53980537713505e-05,-4.70908889838029e-05,-4.70025188405998e-05,0.0290780626237392,0.00146026618313044
1604384,-0.154813196,0.000343775,0,0,0.154813196,0,-0.039301224052906,5.10728095832746e-05,-3.36363482347224e-05,-4.70025188405998e-05,0.0390811152756214,0.00147686002310365
1604392,-0.182085987,0.000458366,0,0,0.182085987,0,-0.0515607632696629,4.53980537713505e-05,-2.69090796791716e-05,-2.82015098491684e-05,0.0515808127820492,0.00149345397949219
