0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	63.4625851006172	63.4979011102769	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	-121.217691137687	-123.371967726927	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
0	70.1289121716957	79.9430453823870	0	0	0
